Customer_ID,Age,Loan_Type,Loan_Amount,Repayment_Status,Review,Sentiment_Score,Sentiment_Label
316,25,Personal,35523,Paid,"Unsatisfactory experience, I faced many issues with the application.",0.5,Positive
317,53,Auto,34052,Defaulted,"Unsatisfactory experience, I faced many issues with the application.",0.5,Positive
318,55,Business,39414,Paid,Great customer support and low-interest rates.,0.8,Positive
319,57,Business,37781,Paid,"Unsatisfactory experience, I faced many issues with the application.",0.5,Positive
320,37,Auto,9599,Defaulted,Great customer support and low-interest rates.,0.8,Positive
321,52,Business,40046,Paid,"Very friendly staff, but the process took too long.",0.21875000000000003,Positive
322,65,Business,40923,Paid,"Terrible experience, they rejected my loan without proper reason.",-0.5,Negative
323,42,Business,46089,Paid,The interest rates are high compared to other banks.,0.0175,Positive
324,52,Business,8814,Paid,"Happy with the loan disbursal process, quick and easy.",0.5222222222222223,Positive
325,42,Business,40984,Defaulted,"Terrible experience, they rejected my loan without proper reason.",-0.5,Negative
326,46,Personal,31616,Paid,The interest rates are high compared to other banks.,0.0175,Positive
327,35,Business,7113,Defaulted,Great customer support and low-interest rates.,0.8,Positive
328,63,Personal,48006,Paid,The interest rates are high compared to other banks.,0.0175,Positive
329,35,Business,18760,Defaulted,"Very friendly staff, but the process took too long.",0.21875000000000003,Positive
330,19,Auto,26927,Paid,Great customer support and low-interest rates.,0.8,Positive
331,52,Home,25939,Paid,"Terrible experience, they rejected my loan without proper reason.",-0.5,Negative
332,33,Personal,37419,Paid,The service was excellent and the loan process was smooth and fast.,0.5333333333333333,Positive
333,58,Business,17588,Defaulted,The service was excellent and the loan process was smooth and fast.,0.5333333333333333,Positive
334,53,Auto,41142,Paid,The interest rates are high compared to other banks.,0.0175,Positive
335,50,Home,44198,Paid,The service was excellent and the loan process was smooth and fast.,0.5333333333333333,Positive
336,21,Personal,49738,Paid,Great customer support and low-interest rates.,0.8,Positive
337,50,Home,38397,Paid,"Unsatisfactory experience, I faced many issues with the application.",0.5,Positive
338,31,Auto,21653,Defaulted,Great customer support and low-interest rates.,0.8,Positive
339,38,Personal,15831,Paid,"Unsatisfactory experience, I faced many issues with the application.",0.5,Positive
340,65,Home,10724,Paid,"Terrible experience, they rejected my loan without proper reason.",-0.5,Negative
341,37,Business,16083,Paid,"Happy with the loan disbursal process, quick and easy.",0.5222222222222223,Positive
342,25,Personal,24816,Paid,"Unsatisfactory experience, I faced many issues with the application.",0.5,Positive
343,24,Home,47240,Paid,The service was excellent and the loan process was smooth and fast.,0.5333333333333333,Positive
344,20,Auto,11276,Paid,Great customer support and low-interest rates.,0.8,Positive
345,34,Auto,43663,Paid,"Terrible experience, they rejected my loan without proper reason.",-0.5,Negative
346,50,Personal,18994,Paid,The service was excellent and the loan process was smooth and fast.,0.5333333333333333,Positive
347,65,Home,28499,Paid,"Terrible experience, they rejected my loan without proper reason.",-0.5,Negative
348,29,Personal,28040,Paid,"Happy with the loan disbursal process, quick and easy.",0.5222222222222223,Positive
349,68,Personal,48320,Paid,"Very friendly staff, but the process took too long.",0.21875000000000003,Positive
350,39,Home,21959,Paid,Great customer support and low-interest rates.,0.8,Positive
351,39,Home,11099,Paid,The interest rates are high compared to other banks.,0.0175,Positive
352,63,Business,47267,Defaulted,Great customer support and low-interest rates.,0.8,Positive
353,47,Home,24576,Defaulted,"Happy with the loan disbursal process, quick and easy.",0.5222222222222223,Positive
354,55,Auto,40946,Paid,Great customer support and low-interest rates.,0.8,Positive
355,55,Personal,11116,Paid,The interest rates are high compared to other banks.,0.0175,Positive
356,62,Personal,20563,Defaulted,"Unsatisfactory experience, I faced many issues with the application.",0.5,Positive
357,68,Auto,31788,Paid,"Terrible experience, they rejected my loan without proper reason.",-0.5,Negative
358,25,Home,31928,Paid,The interest rates are high compared to other banks.,0.0175,Positive
359,44,Auto,41336,Paid,The service was excellent and the loan process was smooth and fast.,0.5333333333333333,Positive
360,44,Auto,14847,Paid,"Happy with the loan disbursal process, quick and easy.",0.5222222222222223,Positive
361,51,Business,31155,Paid,"Unsatisfactory experience, I faced many issues with the application.",0.5,Positive
362,38,Auto,19135,Paid,The service was excellent and the loan process was smooth and fast.,0.5333333333333333,Positive
363,47,Personal,22774,Defaulted,The service was excellent and the loan process was smooth and fast.,0.5333333333333333,Positive
364,50,Auto,6742,Defaulted,"Happy with the loan disbursal process, quick and easy.",0.5222222222222223,Positive
365,45,Personal,23309,Paid,"Unsatisfactory experience, I faced many issues with the application.",0.5,Positive
366,64,Personal,5619,Paid,"Very friendly staff, but the process took too long.",0.21875000000000003,Positive
367,50,Personal,22658,Paid,The service was excellent and the loan process was smooth and fast.,0.5333333333333333,Positive
368,22,Home,39707,Paid,The service was excellent and the loan process was smooth and fast.,0.5333333333333333,Positive
369,65,Business,25337,Paid,"Unsatisfactory experience, I faced many issues with the application.",0.5,Positive
370,36,Personal,21001,Paid,Great customer support and low-interest rates.,0.8,Positive
371,21,Personal,5968,Defaulted,The service was excellent and the loan process was smooth and fast.,0.5333333333333333,Positive
372,52,Home,30892,Paid,"Terrible experience, they rejected my loan without proper reason.",-0.5,Negative
373,66,Personal,30619,Paid,"Unsatisfactory experience, I faced many issues with the application.",0.5,Positive
374,34,Auto,5281,Defaulted,The service was excellent and the loan process was smooth and fast.,0.5333333333333333,Positive
375,61,Auto,32420,Paid,"Happy with the loan disbursal process, quick and easy.",0.5222222222222223,Positive
376,45,Business,20360,Paid,The interest rates are high compared to other banks.,0.0175,Positive
377,47,Personal,44030,Paid,"Terrible experience, they rejected my loan without proper reason.",-0.5,Negative
378,46,Home,6058,Paid,The interest rates are high compared to other banks.,0.0175,Positive
379,63,Auto,25677,Paid,The interest rates are high compared to other banks.,0.0175,Positive
380,23,Home,15724,Paid,The service was excellent and the loan process was smooth and fast.,0.5333333333333333,Positive
381,52,Home,33404,Paid,"Terrible experience, they rejected my loan without proper reason.",-0.5,Negative
382,58,Auto,42946,Defaulted,"Terrible experience, they rejected my loan without proper reason.",-0.5,Negative
383,54,Home,44748,Paid,Great customer support and low-interest rates.,0.8,Positive
384,41,Auto,34856,Paid,The interest rates are high compared to other banks.,0.0175,Positive
385,46,Home,14200,Paid,"Terrible experience, they rejected my loan without proper reason.",-0.5,Negative
386,66,Auto,38997,Paid,Great customer support and low-interest rates.,0.8,Positive
387,63,Personal,30611,Paid,"Unsatisfactory experience, I faced many issues with the application.",0.5,Positive
388,48,Business,46235,Paid,Great customer support and low-interest rates.,0.8,Positive
389,52,Auto,40057,Paid,"Happy with the loan disbursal process, quick and easy.",0.5222222222222223,Positive
390,50,Auto,6239,Paid,"Very friendly staff, but the process took too long.",0.21875000000000003,Positive
391,69,Business,43138,Paid,The service was excellent and the loan process was smooth and fast.,0.5333333333333333,Positive
392,38,Auto,5125,Paid,"Unsatisfactory experience, I faced many issues with the application.",0.5,Positive
393,49,Auto,28857,Paid,"Very friendly staff, but the process took too long.",0.21875000000000003,Positive
394,40,Home,20398,Defaulted,"Very friendly staff, but the process took too long.",0.21875000000000003,Positive
395,50,Business,11638,Paid,"Unsatisfactory experience, I faced many issues with the application.",0.5,Positive
396,20,Personal,11570,Paid,"Happy with the loan disbursal process, quick and easy.",0.5222222222222223,Positive
397,35,Auto,8249,Paid,Great customer support and low-interest rates.,0.8,Positive
398,42,Business,14110,Paid,The service was excellent and the loan process was smooth and fast.,0.5333333333333333,Positive
399,59,Home,45363,Paid,Great customer support and low-interest rates.,0.8,Positive
400,48,Personal,18605,Paid,"Terrible experience, they rejected my loan without proper reason.",-0.5,Negative
401,20,Business,17115,Paid,Great customer support and low-interest rates.,0.8,Positive
402,57,Personal,44062,Paid,"Unsatisfactory experience, I faced many issues with the application.",0.5,Positive
403,63,Personal,27911,Paid,The service was excellent and the loan process was smooth and fast.,0.5333333333333333,Positive
404,41,Personal,43525,Paid,Great customer support and low-interest rates.,0.8,Positive
405,67,Auto,37556,Paid,The service was excellent and the loan process was smooth and fast.,0.5333333333333333,Positive
406,49,Auto,17595,Defaulted,The service was excellent and the loan process was smooth and fast.,0.5333333333333333,Positive
407,64,Home,6969,Paid,"Terrible experience, they rejected my loan without proper reason.",-0.5,Negative
408,39,Home,48753,Paid,"Terrible experience, they rejected my loan without proper reason.",-0.5,Negative
409,40,Business,22275,Paid,"Unsatisfactory experience, I faced many issues with the application.",0.5,Positive
410,19,Home,9470,Paid,"Happy with the loan disbursal process, quick and easy.",0.5222222222222223,Positive
411,44,Personal,15225,Paid,"Very friendly staff, but the process took too long.",0.21875000000000003,Positive
412,59,Personal,47324,Paid,The service was excellent and the loan process was smooth and fast.,0.5333333333333333,Positive
413,19,Auto,46974,Paid,"Happy with the loan disbursal process, quick and easy.",0.5222222222222223,Positive
414,43,Personal,47759,Paid,"Very friendly staff, but the process took too long.",0.21875000000000003,Positive
415,34,Business,28196,Paid,"Very friendly staff, but the process took too long.",0.21875000000000003,Positive
416,57,Personal,45287,Paid,"Unsatisfactory experience, I faced many issues with the application.",0.5,Positive
417,50,Personal,18669,Paid,"Very friendly staff, but the process took too long.",0.21875000000000003,Positive
418,26,Business,42380,Paid,"Very friendly staff, but the process took too long.",0.21875000000000003,Positive
419,60,Home,43006,Paid,The service was excellent and the loan process was smooth and fast.,0.5333333333333333,Positive
420,65,Home,20577,Paid,The service was excellent and the loan process was smooth and fast.,0.5333333333333333,Positive
421,56,Business,27473,Paid,The interest rates are high compared to other banks.,0.0175,Positive
422,46,Auto,33625,Paid,"Happy with the loan disbursal process, quick and easy.",0.5222222222222223,Positive
423,59,Personal,20504,Paid,Great customer support and low-interest rates.,0.8,Positive
424,43,Business,29089,Defaulted,"Terrible experience, they rejected my loan without proper reason.",-0.5,Negative
425,52,Personal,41487,Paid,Great customer support and low-interest rates.,0.8,Positive
426,67,Auto,5302,Paid,"Happy with the loan disbursal process, quick and easy.",0.5222222222222223,Positive
427,42,Personal,36463,Paid,"Terrible experience, they rejected my loan without proper reason.",-0.5,Negative
428,41,Business,49912,Paid,Great customer support and low-interest rates.,0.8,Positive
429,30,Personal,34259,Paid,The interest rates are high compared to other banks.,0.0175,Positive
430,24,Home,47823,Paid,"Terrible experience, they rejected my loan without proper reason.",-0.5,Negative
431,53,Auto,42208,Defaulted,The service was excellent and the loan process was smooth and fast.,0.5333333333333333,Positive
432,62,Auto,35659,Paid,Great customer support and low-interest rates.,0.8,Positive
433,37,Auto,40840,Paid,"Terrible experience, they rejected my loan without proper reason.",-0.5,Negative
434,18,Business,36890,Defaulted,The interest rates are high compared to other banks.,0.0175,Positive
435,25,Auto,18598,Paid,"Very friendly staff, but the process took too long.",0.21875000000000003,Positive
436,63,Home,24508,Paid,"Terrible experience, they rejected my loan without proper reason.",-0.5,Negative
437,33,Business,47287,Paid,"Terrible experience, they rejected my loan without proper reason.",-0.5,Negative
438,31,Home,18380,Paid,The interest rates are high compared to other banks.,0.0175,Positive
439,29,Personal,31984,Paid,"Very friendly staff, but the process took too long.",0.21875000000000003,Positive
440,68,Personal,49633,Defaulted,Great customer support and low-interest rates.,0.8,Positive
441,40,Personal,13125,Paid,"Unsatisfactory experience, I faced many issues with the application.",0.5,Positive
442,32,Personal,41059,Paid,Great customer support and low-interest rates.,0.8,Positive
443,45,Home,9033,Paid,"Very friendly staff, but the process took too long.",0.21875000000000003,Positive
444,51,Business,42873,Paid,"Happy with the loan disbursal process, quick and easy.",0.5222222222222223,Positive
445,19,Business,22087,Defaulted,The interest rates are high compared to other banks.,0.0175,Positive
446,49,Auto,45901,Paid,Great customer support and low-interest rates.,0.8,Positive
447,40,Home,10704,Paid,"Terrible experience, they rejected my loan without proper reason.",-0.5,Negative
448,39,Personal,12848,Paid,The interest rates are high compared to other banks.,0.0175,Positive
449,68,Home,26592,Paid,The service was excellent and the loan process was smooth and fast.,0.5333333333333333,Positive
450,42,Auto,11924,Paid,"Very friendly staff, but the process took too long.",0.21875000000000003,Positive
451,39,Auto,32208,Paid,Great customer support and low-interest rates.,0.8,Positive
452,39,Home,24614,Paid,The interest rates are high compared to other banks.,0.0175,Positive
453,66,Home,5488,Paid,Great customer support and low-interest rates.,0.8,Positive
454,69,Home,44882,Paid,The interest rates are high compared to other banks.,0.0175,Positive
455,59,Business,30923,Paid,"Terrible experience, they rejected my loan without proper reason.",-0.5,Negative
456,23,Personal,40941,Paid,The service was excellent and the loan process was smooth and fast.,0.5333333333333333,Positive
457,32,Home,34165,Paid,The service was excellent and the loan process was smooth and fast.,0.5333333333333333,Positive
458,60,Home,6667,Paid,"Happy with the loan disbursal process, quick and easy.",0.5222222222222223,Positive
459,54,Home,31213,Paid,The interest rates are high compared to other banks.,0.0175,Positive
460,50,Auto,9114,Paid,Great customer support and low-interest rates.,0.8,Positive
461,25,Auto,41321,Paid,The service was excellent and the loan process was smooth and fast.,0.5333333333333333,Positive
462,61,Business,12761,Paid,"Very friendly staff, but the process took too long.",0.21875000000000003,Positive
463,61,Personal,36116,Paid,The service was excellent and the loan process was smooth and fast.,0.5333333333333333,Positive
464,22,Business,38768,Defaulted,"Unsatisfactory experience, I faced many issues with the application.",0.5,Positive
465,56,Personal,30426,Paid,"Unsatisfactory experience, I faced many issues with the application.",0.5,Positive
466,21,Auto,22772,Paid,The service was excellent and the loan process was smooth and fast.,0.5333333333333333,Positive
467,23,Auto,43218,Paid,The interest rates are high compared to other banks.,0.0175,Positive
468,62,Auto,8712,Paid,"Happy with the loan disbursal process, quick and easy.",0.5222222222222223,Positive
469,49,Business,6367,Paid,The service was excellent and the loan process was smooth and fast.,0.5333333333333333,Positive
470,69,Home,45957,Paid,"Terrible experience, they rejected my loan without proper reason.",-0.5,Negative
471,47,Home,46781,Defaulted,Great customer support and low-interest rates.,0.8,Positive
472,64,Auto,31200,Paid,"Happy with the loan disbursal process, quick and easy.",0.5222222222222223,Positive
473,52,Home,8726,Defaulted,"Terrible experience, they rejected my loan without proper reason.",-0.5,Negative
474,57,Home,28616,Paid,"Happy with the loan disbursal process, quick and easy.",0.5222222222222223,Positive
475,69,Business,32723,Paid,"Terrible experience, they rejected my loan without proper reason.",-0.5,Negative
476,33,Personal,42574,Defaulted,Great customer support and low-interest rates.,0.8,Positive
477,30,Auto,39958,Paid,Great customer support and low-interest rates.,0.8,Positive
478,67,Auto,14108,Paid,"Unsatisfactory experience, I faced many issues with the application.",0.5,Positive
479,59,Business,17178,Paid,The interest rates are high compared to other banks.,0.0175,Positive
480,47,Business,40643,Paid,"Terrible experience, they rejected my loan without proper reason.",-0.5,Negative
481,36,Home,36324,Paid,"Unsatisfactory experience, I faced many issues with the application.",0.5,Positive
482,34,Auto,43360,Paid,"Terrible experience, they rejected my loan without proper reason.",-0.5,Negative
483,36,Personal,22824,Paid,"Unsatisfactory experience, I faced many issues with the application.",0.5,Positive
484,45,Business,13927,Paid,Great customer support and low-interest rates.,0.8,Positive
485,43,Personal,33144,Paid,"Happy with the loan disbursal process, quick and easy.",0.5222222222222223,Positive
486,54,Personal,36010,Paid,"Very friendly staff, but the process took too long.",0.21875000000000003,Positive
487,43,Auto,27443,Paid,"Unsatisfactory experience, I faced many issues with the application.",0.5,Positive
488,40,Auto,19437,Paid,"Terrible experience, they rejected my loan without proper reason.",-0.5,Negative
489,26,Business,49298,Paid,"Terrible experience, they rejected my loan without proper reason.",-0.5,Negative
490,29,Auto,44778,Paid,"Very friendly staff, but the process took too long.",0.21875000000000003,Positive
491,18,Auto,16207,Paid,The interest rates are high compared to other banks.,0.0175,Positive
492,18,Auto,30537,Paid,Great customer support and low-interest rates.,0.8,Positive
493,64,Personal,40757,Paid,"Terrible experience, they rejected my loan without proper reason.",-0.5,Negative
494,51,Business,17040,Paid,The service was excellent and the loan process was smooth and fast.,0.5333333333333333,Positive
495,49,Home,46986,Paid,"Happy with the loan disbursal process, quick and easy.",0.5222222222222223,Positive
496,65,Personal,27612,Paid,"Unsatisfactory experience, I faced many issues with the application.",0.5,Positive
497,42,Auto,33441,Paid,The interest rates are high compared to other banks.,0.0175,Positive
498,57,Personal,11471,Paid,"Very friendly staff, but the process took too long.",0.21875000000000003,Positive
499,62,Auto,40631,Paid,"Happy with the loan disbursal process, quick and easy.",0.5222222222222223,Positive
500,18,Auto,48461,Paid,Great customer support and low-interest rates.,0.8,Positive
501,33,Personal,31523,Defaulted,The interest rates are high compared to other banks.,0.0175,Positive
502,56,Business,36348,Defaulted,"Unsatisfactory experience, I faced many issues with the application.",0.5,Positive
503,22,Auto,6177,Paid,"Unsatisfactory experience, I faced many issues with the application.",0.5,Positive
504,39,Business,9760,Paid,"Very friendly staff, but the process took too long.",0.21875000000000003,Positive
505,46,Home,37779,Paid,The service was excellent and the loan process was smooth and fast.,0.5333333333333333,Positive
506,20,Auto,26636,Paid,"Very friendly staff, but the process took too long.",0.21875000000000003,Positive
507,29,Business,21353,Paid,Great customer support and low-interest rates.,0.8,Positive
508,43,Business,16556,Paid,The interest rates are high compared to other banks.,0.0175,Positive
509,33,Home,32598,Paid,The interest rates are high compared to other banks.,0.0175,Positive
510,68,Business,16563,Paid,"Terrible experience, they rejected my loan without proper reason.",-0.5,Negative
511,54,Business,48790,Paid,The service was excellent and the loan process was smooth and fast.,0.5333333333333333,Positive
512,39,Home,13234,Paid,The service was excellent and the loan process was smooth and fast.,0.5333333333333333,Positive
513,46,Auto,30519,Paid,The interest rates are high compared to other banks.,0.0175,Positive
514,31,Business,31966,Defaulted,The interest rates are high compared to other banks.,0.0175,Positive
515,45,Business,21173,Paid,"Happy with the loan disbursal process, quick and easy.",0.5222222222222223,Positive
516,22,Business,31987,Paid,"Happy with the loan disbursal process, quick and easy.",0.5222222222222223,Positive
517,64,Personal,18178,Paid,"Happy with the loan disbursal process, quick and easy.",0.5222222222222223,Positive
518,66,Home,44338,Paid,The service was excellent and the loan process was smooth and fast.,0.5333333333333333,Positive
519,47,Personal,29596,Paid,"Terrible experience, they rejected my loan without proper reason.",-0.5,Negative
520,63,Home,38174,Paid,"Unsatisfactory experience, I faced many issues with the application.",0.5,Positive
521,69,Auto,46974,Paid,"Happy with the loan disbursal process, quick and easy.",0.5222222222222223,Positive
522,22,Auto,9431,Paid,"Terrible experience, they rejected my loan without proper reason.",-0.5,Negative
523,29,Business,32764,Paid,"Very friendly staff, but the process took too long.",0.21875000000000003,Positive
524,33,Home,26627,Paid,Great customer support and low-interest rates.,0.8,Positive
525,43,Auto,44310,Paid,"Happy with the loan disbursal process, quick and easy.",0.5222222222222223,Positive
526,43,Home,13906,Paid,"Very friendly staff, but the process took too long.",0.21875000000000003,Positive
527,65,Auto,41914,Paid,"Unsatisfactory experience, I faced many issues with the application.",0.5,Positive
528,38,Personal,49814,Defaulted,Great customer support and low-interest rates.,0.8,Positive
529,56,Auto,18076,Paid,Great customer support and low-interest rates.,0.8,Positive
530,53,Personal,42650,Paid,"Unsatisfactory experience, I faced many issues with the application.",0.5,Positive
531,50,Auto,11012,Paid,"Happy with the loan disbursal process, quick and easy.",0.5222222222222223,Positive
532,47,Business,12151,Paid,The service was excellent and the loan process was smooth and fast.,0.5333333333333333,Positive
533,54,Personal,33211,Paid,"Unsatisfactory experience, I faced many issues with the application.",0.5,Positive
534,40,Auto,32117,Paid,"Unsatisfactory experience, I faced many issues with the application.",0.5,Positive
535,27,Business,41378,Defaulted,"Unsatisfactory experience, I faced many issues with the application.",0.5,Positive
536,22,Personal,47652,Paid,Great customer support and low-interest rates.,0.8,Positive
537,53,Business,11894,Paid,"Terrible experience, they rejected my loan without proper reason.",-0.5,Negative
538,51,Home,18467,Paid,"Very friendly staff, but the process took too long.",0.21875000000000003,Positive
539,69,Home,36010,Paid,The service was excellent and the loan process was smooth and fast.,0.5333333333333333,Positive
540,48,Personal,47641,Paid,"Happy with the loan disbursal process, quick and easy.",0.5222222222222223,Positive
541,27,Auto,17289,Paid,"Happy with the loan disbursal process, quick and easy.",0.5222222222222223,Positive
542,36,Personal,49976,Paid,"Very friendly staff, but the process took too long.",0.21875000000000003,Positive
543,49,Business,48596,Paid,"Terrible experience, they rejected my loan without proper reason.",-0.5,Negative
544,18,Auto,28171,Paid,"Unsatisfactory experience, I faced many issues with the application.",0.5,Positive
545,22,Home,39905,Defaulted,The service was excellent and the loan process was smooth and fast.,0.5333333333333333,Positive
546,62,Auto,25829,Paid,"Happy with the loan disbursal process, quick and easy.",0.5222222222222223,Positive
547,21,Home,39054,Defaulted,"Very friendly staff, but the process took too long.",0.21875000000000003,Positive
548,33,Auto,49139,Paid,The interest rates are high compared to other banks.,0.0175,Positive
549,41,Auto,34734,Defaulted,"Very friendly staff, but the process took too long.",0.21875000000000003,Positive
550,33,Auto,12052,Paid,"Happy with the loan disbursal process, quick and easy.",0.5222222222222223,Positive
551,19,Business,8654,Paid,"Unsatisfactory experience, I faced many issues with the application.",0.5,Positive
552,66,Business,28486,Defaulted,The interest rates are high compared to other banks.,0.0175,Positive
553,45,Personal,23743,Paid,"Terrible experience, they rejected my loan without proper reason.",-0.5,Negative
554,49,Personal,29489,Defaulted,The service was excellent and the loan process was smooth and fast.,0.5333333333333333,Positive
555,44,Home,13636,Paid,"Terrible experience, they rejected my loan without proper reason.",-0.5,Negative
556,37,Business,11441,Paid,"Terrible experience, they rejected my loan without proper reason.",-0.5,Negative
557,41,Home,29611,Paid,"Very friendly staff, but the process took too long.",0.21875000000000003,Positive
558,29,Personal,47435,Paid,The service was excellent and the loan process was smooth and fast.,0.5333333333333333,Positive
559,67,Home,17149,Paid,The service was excellent and the loan process was smooth and fast.,0.5333333333333333,Positive
560,52,Personal,39566,Paid,"Happy with the loan disbursal process, quick and easy.",0.5222222222222223,Positive
561,50,Business,47368,Paid,"Happy with the loan disbursal process, quick and easy.",0.5222222222222223,Positive
562,50,Auto,26675,Paid,The service was excellent and the loan process was smooth and fast.,0.5333333333333333,Positive
563,68,Business,10495,Paid,The interest rates are high compared to other banks.,0.0175,Positive
564,60,Home,47668,Paid,Great customer support and low-interest rates.,0.8,Positive
565,54,Home,18673,Paid,"Happy with the loan disbursal process, quick and easy.",0.5222222222222223,Positive
566,29,Business,16130,Paid,Great customer support and low-interest rates.,0.8,Positive
567,20,Business,27668,Paid,"Very friendly staff, but the process took too long.",0.21875000000000003,Positive
568,18,Personal,20222,Paid,The interest rates are high compared to other banks.,0.0175,Positive
569,50,Home,28669,Paid,The service was excellent and the loan process was smooth and fast.,0.5333333333333333,Positive
570,57,Home,39068,Paid,The interest rates are high compared to other banks.,0.0175,Positive
571,27,Business,28253,Defaulted,"Happy with the loan disbursal process, quick and easy.",0.5222222222222223,Positive
572,60,Auto,14435,Paid,"Terrible experience, they rejected my loan without proper reason.",-0.5,Negative
573,61,Home,33552,Paid,"Very friendly staff, but the process took too long.",0.21875000000000003,Positive
574,46,Auto,42384,Paid,The service was excellent and the loan process was smooth and fast.,0.5333333333333333,Positive
575,30,Business,21393,Paid,"Unsatisfactory experience, I faced many issues with the application.",0.5,Positive
576,29,Business,15617,Paid,"Very friendly staff, but the process took too long.",0.21875000000000003,Positive
577,48,Personal,43520,Paid,Great customer support and low-interest rates.,0.8,Positive
578,63,Home,14852,Paid,The interest rates are high compared to other banks.,0.0175,Positive
579,19,Auto,36401,Paid,The service was excellent and the loan process was smooth and fast.,0.5333333333333333,Positive
580,68,Personal,11295,Defaulted,"Very friendly staff, but the process took too long.",0.21875000000000003,Positive
581,67,Home,40993,Defaulted,The interest rates are high compared to other banks.,0.0175,Positive
582,52,Personal,39084,Paid,The service was excellent and the loan process was smooth and fast.,0.5333333333333333,Positive
583,40,Business,44575,Paid,"Happy with the loan disbursal process, quick and easy.",0.5222222222222223,Positive
584,34,Home,41451,Paid,"Very friendly staff, but the process took too long.",0.21875000000000003,Positive
585,43,Personal,12227,Paid,"Happy with the loan disbursal process, quick and easy.",0.5222222222222223,Positive
586,25,Personal,36910,Paid,"Very friendly staff, but the process took too long.",0.21875000000000003,Positive
587,46,Auto,41041,Paid,"Happy with the loan disbursal process, quick and easy.",0.5222222222222223,Positive
588,43,Personal,28384,Paid,The interest rates are high compared to other banks.,0.0175,Positive
589,27,Home,5145,Paid,"Unsatisfactory experience, I faced many issues with the application.",0.5,Positive
590,43,Home,42778,Paid,"Very friendly staff, but the process took too long.",0.21875000000000003,Positive
591,51,Auto,21035,Defaulted,"Very friendly staff, but the process took too long.",0.21875000000000003,Positive
592,68,Home,8040,Defaulted,"Happy with the loan disbursal process, quick and easy.",0.5222222222222223,Positive
593,58,Business,47422,Paid,The service was excellent and the loan process was smooth and fast.,0.5333333333333333,Positive
594,24,Home,31160,Paid,"Very friendly staff, but the process took too long.",0.21875000000000003,Positive
595,21,Home,22633,Defaulted,"Happy with the loan disbursal process, quick and easy.",0.5222222222222223,Positive
596,67,Personal,34344,Paid,"Terrible experience, they rejected my loan without proper reason.",-0.5,Negative
597,62,Personal,22014,Paid,"Happy with the loan disbursal process, quick and easy.",0.5222222222222223,Positive
598,28,Home,19996,Paid,The interest rates are high compared to other banks.,0.0175,Positive
599,46,Auto,46621,Paid,"Unsatisfactory experience, I faced many issues with the application.",0.5,Positive
600,53,Personal,16695,Paid,"Terrible experience, they rejected my loan without proper reason.",-0.5,Negative
601,42,Auto,7852,Defaulted,The interest rates are high compared to other banks.,0.0175,Positive
602,38,Home,21014,Defaulted,The interest rates are high compared to other banks.,0.0175,Positive
603,53,Home,32042,Paid,The interest rates are high compared to other banks.,0.0175,Positive
604,27,Business,38755,Paid,The service was excellent and the loan process was smooth and fast.,0.5333333333333333,Positive
605,54,Personal,45390,Defaulted,The interest rates are high compared to other banks.,0.0175,Positive
606,26,Home,28711,Paid,The service was excellent and the loan process was smooth and fast.,0.5333333333333333,Positive
607,41,Business,31122,Defaulted,The interest rates are high compared to other banks.,0.0175,Positive
608,52,Personal,14160,Paid,Great customer support and low-interest rates.,0.8,Positive
609,66,Home,32213,Paid,"Terrible experience, they rejected my loan without proper reason.",-0.5,Negative
610,52,Home,44420,Paid,Great customer support and low-interest rates.,0.8,Positive
611,65,Personal,12421,Paid,The interest rates are high compared to other banks.,0.0175,Positive
612,53,Personal,26400,Paid,"Terrible experience, they rejected my loan without proper reason.",-0.5,Negative
613,35,Personal,38537,Paid,"Terrible experience, they rejected my loan without proper reason.",-0.5,Negative
614,66,Home,22727,Paid,"Very friendly staff, but the process took too long.",0.21875000000000003,Positive
615,56,Home,9358,Paid,"Unsatisfactory experience, I faced many issues with the application.",0.5,Positive
616,49,Business,33482,Paid,Great customer support and low-interest rates.,0.8,Positive
617,41,Auto,37117,Defaulted,"Unsatisfactory experience, I faced many issues with the application.",0.5,Positive
618,40,Personal,28164,Defaulted,"Terrible experience, they rejected my loan without proper reason.",-0.5,Negative
619,49,Home,36910,Paid,The service was excellent and the loan process was smooth and fast.,0.5333333333333333,Positive
620,54,Home,37496,Paid,"Terrible experience, they rejected my loan without proper reason.",-0.5,Negative
621,29,Personal,49311,Paid,"Unsatisfactory experience, I faced many issues with the application.",0.5,Positive
622,66,Auto,34371,Paid,Great customer support and low-interest rates.,0.8,Positive
623,30,Personal,43467,Defaulted,The interest rates are high compared to other banks.,0.0175,Positive
624,40,Auto,22625,Paid,"Very friendly staff, but the process took too long.",0.21875000000000003,Positive
625,42,Home,38893,Paid,"Very friendly staff, but the process took too long.",0.21875000000000003,Positive
626,52,Auto,15793,Defaulted,"Very friendly staff, but the process took too long.",0.21875000000000003,Positive
627,58,Business,36007,Paid,The interest rates are high compared to other banks.,0.0175,Positive
628,47,Home,30766,Paid,"Very friendly staff, but the process took too long.",0.21875000000000003,Positive
629,34,Business,44532,Defaulted,Great customer support and low-interest rates.,0.8,Positive
630,66,Personal,17323,Paid,The interest rates are high compared to other banks.,0.0175,Positive
631,37,Personal,12843,Defaulted,"Very friendly staff, but the process took too long.",0.21875000000000003,Positive
